magnitude,depth,max_amplitude_bhz,tsunami,is_ocean,is_steep_slope
3.3,10.0,32202,0.0,0,0
4.9,128.192,121593,0.0,0,0
5.0,10.0,8108594,0.0,1,1
3.9,37.338,9340,0.0,1,1
3.61,71.0,42698,0.0,1,0
4.4,55.1,2975,0.0,1,0
4.3,110.074,8009717,0.0,0,1
3.3,36.856,47398,0.0,1,1
3.4,26.518,64963,0.0,1,1
4.3,8.322,1024725,0.0,0,0
3.1,8.0,41949,0.0,1,1
4.9,44.375,211284,0.0,1,1
4.5,92.951,7770395,0.0,0,0
4.4,125.043,17453,0.0,0,1
4.9,64.266,634369,0.0,1,0
3.25,10.0,12884,0.0,0,0
3.03,15.81,61044,0.0,1,0
3.82,100.0,90608,0.0,1,1
4.4,27.197,12793,0.0,1,1
3.01,8.75,48708,0.0,1,1
3.2,35.0,5063175,0.0,1,1
4.4,34.399,5817205,0.0,0,1
4.6,10.0,18285,0.0,1,0
4.0,83.353,7905267,0.0,0,0
3.7,106.538,16040,0.0,1,0
3.1,10.0,213585,0.0,1,1
3.59,26.0,55025,0.0,1,1
3.5,8.958,347849,0.0,0,0
6.0,115.0,2606968,0.0,1,1
3.0,5.0,2722,0.0,0,0
4.6,49.371,6435335,0.0,0,1
3.0,10.129,5078513,0.0,1,1
4.4,53.808,282457,0.0,1,1
4.5,118.841,7872722,0.0,0,1
3.04,7.93,37645,0.0,1,1
3.2,35.0,168721,0.0,1,1
3.2,1.5,9370,0.0,1,1
4.3,107.07,7871917,0.0,0,1
4.2,35.0,231267,0.0,1,1
3.21,10.876,7248,0.0,0,0
3.1,5.3821,12937,0.0,0,0
4.6,46.301,9881980,0.0,0,0
3.29,33.77,95809,0.0,1,1
4.9,40.304,559514,0.0,0,1
4.4,59.781,42527,0.0,1,0
3.1,10.0,4083,0.0,1,1
4.2,226.049,209277,0.0,1,1
3.1,10.0,42977,0.0,1,0
4.5,78.59,360755,0.0,1,1
4.6,35.0,569015,0.0,1,0
5.6,9.0,603206,0.0,1,1
4.4,56.365,17745,0.0,0,0
4.3,9.846,228994,0.0,0,0
4.2,132.607,7779455,0.0,0,1
4.7,111.162,111716,0.0,1,0
3.0,12.01,31338,0.0,0,0
3.19,157.52,44103,0.0,1,1
5.0,13.012,933355,0.0,1,1
4.4,146.029,27014,0.0,0,1
4.8,81.679,172918,0.0,1,1
4.4,10.0,529133,0.0,1,1
4.5,10.0,20704,0.0,0,1
5.1,10.0,2029272,0.0,1,1
4.8,8.395,151837,0.0,1,1
4.4,115.038,7796830,0.0,0,1
3.1,54.8,183837,0.0,1,1
3.6,136.667,2881435,0.0,1,1
4.2,32.2,805471,0.0,0,0
4.4,101.662,48601,0.0,0,0
4.2,123.562,515964,0.0,1,0
4.4,191.404,4887,0.0,0,0
3.1,10.0,2483,0.0,1,0
4.2,82.127,47878,0.0,0,1
3.63,50.0,36244,0.0,1,1
5.1,10.0,4079161,0.0,0,0
3.1,10.0,6581,0.0,1,1
3.0,57.819,26765,0.0,1,1
3.0,31.4,28135,0.0,0,1
3.37,15.0,189958,0.0,0,1
4.3,33.483,28522,0.0,1,1
3.6,35.0,1226401,0.0,1,1
4.6,35.0,443129,0.0,1,1
3.8,108.0,169831,0.0,1,1
3.5,10.0,35368,0.0,0,0
3.2,6.1,7637,0.0,1,0
5.3,35.0,89672,0.0,1,1
3.8,6.2744,3412,0.0,0,0
4.03,9.0,723395,0.0,1,1
3.2,167.4,216066,0.0,1,0
4.4,101.438,57188,0.0,1,1
4.2,134.579,28057,0.0,0,0
3.5,10.0,11484,0.0,1,0
3.3,6.2024,46766,0.0,0,0
4.4,35.366,25239,0.0,0,0
4.9,105.645,7977845,0.0,0,1
3.79,6.0,809449,0.0,1,1
4.7,188.887,777938,0.0,0,0
3.8,9.8,61849,0.0,0,0
4.3,31.731,5177,0.0,1,1
4.1,10.0,69540,0.0,1,1
3.1,3.4338,6906,0.0,0,0
4.4,85.098,1628634,0.0,0,1
3.0,38.248,25049,0.0,1,1
4.6,34.812,118993,0.0,1,1
4.6,10.0,60849,0.0,1,1
4.5,113.576,7801838,0.0,0,1
3.0,105.9,14059,0.0,0,0
4.6,28.124,625885,0.0,1,1
4.5,10.0,1139684,0.0,0,0
5.3,10.0,5474464,0.0,0,1
3.5,6.0,54520,0.0,1,1
4.0,65.5,157965,0.0,1,1
3.9,95.704,131623,0.0,1,0
3.48,13.0,3123944,0.0,0,1
4.0,57.441,194733,0.0,1,0
4.4,10.0,50167,0.0,0,0
4.2,25.673,90497,0.0,0,1
3.3,11.661,8528,0.0,0,0
4.4,113.102,676483,0.0,1,0
3.5,157.473,27990,0.0,0,0
3.9,95.911,7807691,0.0,0,1
4.3,33.092,2379084,0.0,1,1
4.5,71.008,53140,0.0,1,1
4.2,46.266,17478,0.0,1,1
3.1,178.2,16677,0.0,0,0
3.1,35.0,41069,0.0,1,1
4.2,118.122,8427151,0.0,1,1
4.3,174.431,17170,0.0,0,0
3.85,25.0,51649,0.0,1,1
4.4,10.742,863055,0.0,0,0
3.9,8.4454,67919,0.0,0,0
4.9,60.922,554148,0.0,1,0
3.4,13.8,1427785,0.0,0,0
4.0,43.502,414291,0.0,0,1
3.58,101.0,48989,0.0,1,0
3.5,10.0,114825,0.0,1,1
4.3,94.214,108866,0.0,0,0
4.3,105.743,50526,0.0,1,1
4.3,182.097,197174,0.0,0,0
4.8,165.413,109738,0.0,1,0
3.7,41.012,1477790,0.0,1,1
4.3,10.0,67102,0.0,1,1
4.3,156.355,14458,0.0,0,0
3.8,34.486,15861,0.0,1,1
4.5,29.253,29652,0.0,1,0
3.8,8.657,171197,0.0,0,0
4.5,60.254,39687,0.0,0,0
3.2,50.5,84908,0.0,1,0
3.52,75.0,49911,0.0,1,0
3.8,4.3,119003,0.0,1,1
4.3,12.919,215046,0.0,0,0
4.24,28.0,10107,0.0,1,1
4.5,47.301,173006,0.0,1,0
4.2,35.918,116608,0.0,0,1
5.0,56.918,508180,0.0,1,1
4.4,10.0,26810822,0.0,0,1
4.4,10.0,5817205,0.0,1,1
4.4,10.0,8393,0.0,1,0
3.1,10.0,4637,0.0,1,1
4.1,121.014,19833,0.0,1,0
4.2,39.134,9152,0.0,1,0
4.9,20.371,5817205,0.0,0,1
3.5,10.0,52827,0.0,0,0
3.21,12.0,76041,0.0,0,1
4.2,86.265,68568,0.0,1,0
3.31,30.72,115433,0.0,1,0
4.5,130.41,87883,0.0,0,1
4.4,62.33,54300,0.0,1,1
4.4,38.051,184528,0.0,0,1
3.0,35.0,9269,0.0,1,0
3.3,6.0999,19131,0.0,0,0
4.0,10.0,8083,0.0,1,0
4.2,145.819,7796951,0.0,0,0
4.03,74.0,285662,0.0,1,1
4.4,117.302,3420,0.0,0,0
3.1,7.4,57140,0.0,0,0
4.5,10.0,73634,0.0,1,1
3.5,35.0,23261,0.0,1,1
4.4,121.746,64212,0.0,1,1
5.1,9.635,731970,0.0,1,0
3.8,10.0,5014326,0.0,1,1
4.4,5.0,123765,0.0,0,0
4.6,126.883,16607,0.0,0,0
4.0,228.757,9423,0.0,0,0
4.7,16.961,705136,0.0,0,1
5.1,10.0,65957,0.0,1,1
4.6,104.357,631853,0.0,1,0
3.96,151.0,282919,0.0,0,1
4.2,13.578,35373,0.0,0,0
3.2,10.0,11612,0.0,1,0
3.5,10.0,48089,0.0,1,0
4.4,84.307,68900,0.0,1,0
4.7,49.129,611522,0.0,1,1
4.4,10.0,120593,0.0,1,1
4.2,188.151,3020,0.0,0,0
4.2,24.534,3183606,0.0,1,1
4.9,41.917,157126,0.0,1,1
3.7,12.0,622327,0.0,1,1
4.8,86.985,561129,0.0,0,1
3.1,33.94,54079,0.0,1,1
4.4,15.571,7440993,0.0,1,1
3.33,1.31,84531,0.0,0,1
3.4,1.0,15561,0.0,0,0
3.2,114.9,33175,0.0,0,0
4.7,10.0,45704,0.0,1,1
3.16,20.54,50810,0.0,1,1
3.06,7.05,77497,0.0,1,1
4.3,193.704,7280,0.0,0,0
4.5,109.384,65731,0.0,0,0
4.8,114.049,8004575,0.0,0,1
4.4,39.701,4571153,0.0,1,1
3.0,7.2534,33146,0.0,0,0
4.6,26.912,13449,0.0,1,0
3.5,133.0,265563,0.0,0,0
3.32,70.79,43588,0.0,1,1
5.2,172.014,102915,0.0,1,0
4.9,10.0,2449594,0.0,1,1
4.3,5.417,2512873,0.0,0,0
4.6,34.852,3074937,0.0,1,1
4.3,60.998,252126,0.0,1,1
4.5,116.233,56371,0.0,0,1
4.6,10.0,20612,0.0,1,0
3.2,116.0,276346,0.0,1,1
4.3,9.718,18569,0.0,1,0
4.0,67.5,188636,0.0,1,0
4.2,7.7,19832,0.0,0,0
4.6,10.0,27575701,0.0,1,0
4.6,10.0,384957,0.0,1,0
4.3,92.388,45093,0.0,0,1
3.3,34.0,27809,0.0,1,1
4.1,46.099,5412,0.0,1,0
4.6,10.0,74862,0.0,1,1
3.5,17.2,3522,0.0,1,1
4.9,49.453,320150,0.0,1,1
4.7,291.032,5817205,0.0,0,0
3.3,0.0,5202,0.0,0,0
4.5,35.0,27066,0.0,1,0
4.9,10.0,650125,0.0,1,1
4.6,21.121,8500,0.0,1,1
4.3,70.283,3063919,0.0,1,0
4.4,139.494,88425,0.0,0,0
4.9,227.196,38841,0.0,1,0
4.1,10.0,32964,0.0,1,1
3.44,13.62,143671,0.0,0,1
3.0,35.0,75038,0.0,1,1
4.9,57.754,5567391,0.0,1,1
4.1,57.883,679740,0.0,1,1
5.3,10.0,1968959,0.0,1,0
4.3,131.112,43490,0.0,1,0
4.3,21.52,5375101,0.0,1,1
4.3,50.166,18994,0.0,0,0
5.8,10.0,3848690,0.0,1,0
4.5,10.0,2514805,0.0,1,0
4.4,66.692,7990,0.0,1,0
4.6,10.0,408799,0.0,1,0
4.2,5.56,51072,0.0,1,0
4.5,8.892,880699,0.0,1,0
5.7,37.767,43236483,0.0,1,1
4.5,197.959,8863,0.0,0,0
4.7,9.926,48553,0.0,1,0
5.0,52.598,597264,0.0,1,1
3.0,9.933,3467,0.0,1,0
4.6,10.0,114724,0.0,1,0
4.3,10.0,24471,0.0,1,0
4.7,10.0,51624,0.0,1,1
4.3,90.182,222207,0.0,1,0
3.3,8.5864,4176,0.0,0,0
3.2,31.75,86879,0.0,0,1
4.4,128.316,454336,0.0,1,1
4.7,10.0,155925,0.0,1,1
4.3,113.253,71666,0.0,1,1
4.6,10.0,37521,0.0,1,1
4.2,431.166,12602,0.0,1,0
3.6,92.0,64278,0.0,1,1
3.9,7.843,13768,0.0,0,0
4.2,10.0,95082,0.0,0,0
4.3,97.455,37498,0.0,1,1
3.2,18.4,43949,0.0,0,0
4.3,93.689,453008,0.0,1,0
3.5,31.5,70593,0.0,0,0
3.1,10.0,17602,0.0,0,0
3.22,20.03,96739,0.0,1,1
4.4,10.0,359984,0.0,0,1
4.7,15.77,70412,0.0,1,1
5.1,10.0,39552,0.0,1,1
3.28,7.68,45946,0.0,1,1
3.1,10.0,5033752,0.0,1,1
4.1,59.868,34061,0.0,0,0
4.4,112.533,12464,0.0,0,0
5.0,10.0,763236,0.0,1,1
4.6,10.888,1740584,0.0,1,1
4.6,34.771,5188564,0.0,1,1
3.5,10.0,23262,0.0,1,1
5.1,27.336,20356985,0.0,1,1
3.8,35.0,85138,0.0,1,1
4.3,44.935,22610,0.0,1,0
4.4,74.696,7504622,0.0,0,0
3.34,14.74,55679,0.0,1,0
4.0,10.0,4318,0.0,1,0
5.1,54.976,1057480,0.0,0,0
4.2,57.015,328555,0.0,1,0
4.3,188.005,3460,0.0,0,0
4.7,109.48,7684545,0.0,0,1
4.9,15.421,3953624,0.0,1,1
5.3,10.0,421899,0.0,1,1
4.5,71.813,1134442,0.0,1,0
3.74,63.0,45500,0.0,1,1
4.4,75.566,1828,0.0,1,0
5.2,50.038,6455551,0.0,1,0
4.9,10.0,657116,0.0,1,1
4.7,35.0,149328,0.0,1,1
3.39,9.97,31628,0.0,1,1
3.3,22.51,100062,0.0,1,1
4.5,106.193,10210324,0.0,1,1
4.3,71.115,5817205,0.0,1,0
4.5,10.0,119542,0.0,0,1
3.37,48.7,22873,0.0,1,1
4.5,97.122,92232,0.0,1,1
3.05,9.44,3729,0.0,0,0
3.6,50.0,34793,0.0,1,1
5.1,10.0,14748389,0.0,1,0
4.5,83.526,127176,0.0,1,1
6.1,10.0,43008403,0.0,0,1
4.5,84.287,2098,0.0,1,0
3.1,24.0,61714,0.0,1,1
3.09,30.67,51565,0.0,1,1
3.9,13.1,240708,0.0,0,0
4.4,33.868,8079158,0.0,0,0
4.1,256.911,3078,0.0,1,0
4.2,47.499,406540,0.0,1,1
4.6,30.348,78859,0.0,1,1
4.3,10.0,692476,0.0,1,1
4.3,114.829,7879166,0.0,0,0
4.3,141.411,2388347,0.0,1,1
3.6,35.0,5065693,0.0,1,1
3.1,12.444,5062666,0.0,0,1
4.9,69.003,119201,0.0,1,0
4.3,328.88,5817205,0.0,1,0
3.9,241.674,28633,0.0,1,0
4.3,52.621,35629,0.0,0,0
5.3,10.0,1506246,0.0,0,0
3.06,115.32,31672,0.0,0,1
4.1,10.0,19975,0.0,1,1
5.1,34.394,10623031,0.0,1,1
4.5,32.454,1157640,0.0,0,1
4.3,114.063,1927016,0.0,0,0
4.4,10.0,26393,0.0,1,1
4.4,10.0,9413,0.0,1,0
4.2,91.41,2957562,0.0,1,0
4.0,76.175,17704,0.0,1,0
3.6,85.9,37022,0.0,0,0
4.2,25.664,711469,0.0,1,1
3.0,16.471,44043,0.0,1,0
4.2,140.068,7221,0.0,0,0
4.4,18.932,575706,0.0,0,0
4.1,122.488,4198,0.0,0,0
3.98,45.0,231574,0.0,1,1
3.0,10.0,5061504,0.0,1,1
4.9,112.476,173706,0.0,0,0
3.6,10.0,5055267,0.0,1,1
4.3,10.0,505753,0.0,1,1
3.2,83.2,25904,0.0,0,0
4.4,10.0,7454,0.0,1,1
3.2,68.5,102333,0.0,1,0
4.4,91.271,47396,0.0,1,1
5.0,489.707,37207,0.0,1,0
4.6,112.313,17616,0.0,0,0
4.9,10.0,331067,0.0,1,1
3.0,35.99,39404,0.0,1,1
3.4,5.0,5922631,0.0,0,0
4.3,15.812,140777,0.0,1,1
4.4,16.639,2908904,0.0,1,1
4.1,10.0,11812,0.0,1,0
4.1,302.966,107927,0.0,1,0
3.0,9.2,47343,0.0,0,0
3.8,8.524,5065227,0.0,1,1
3.9,10.0,31634,0.0,1,1
4.0,222.281,6970,0.0,0,0
3.1,120.4,12934,0.0,0,0
4.3,10.0,3348506,0.0,1,1
4.5,21.189,33718,0.0,1,1
4.2,9.1,116744,0.0,0,0
4.4,79.657,69919,0.0,1,1
4.1,10.0,182517,0.0,1,0
4.6,15.8,169290,0.0,1,0
4.2,10.0,5363,0.0,1,0
3.2,35.0,5045968,0.0,1,1
4.5,60.512,5817205,0.0,0,0
4.6,10.0,46241,0.0,1,0
3.7,68.5,56801,0.0,0,0
4.5,35.634,7930530,0.0,1,1
3.7,52.6,102894,0.0,0,0
3.1,152.248,14348,0.0,0,0
4.32,3.22,1293767,0.0,0,0
4.6,34.629,14390,0.0,1,1
4.3,47.047,57522,0.0,1,0
3.88,85.0,61475,0.0,1,0
3.21,5.0,59081,0.0,0,1
4.7,27.816,787679,0.0,1,1
4.4,89.728,202114,0.0,0,0
5.2,10.0,39996,0.0,1,0
4.3,10.0,121991,0.0,0,0
5.5,154.0,3590119,0.0,0,0
4.4,161.851,29351,0.0,0,0
4.3,29.179,7450962,0.0,1,1
4.3,10.0,214430,0.0,1,1
6.3,32.0,4039839,0.0,1,0
3.14,10.84,184284,0.0,1,1
4.1,435.556,11418,0.0,1,0
4.9,10.0,18056,0.0,1,0
4.1,303.061,5817205,0.0,0,0
4.1,221.682,3783,0.0,0,0
3.51,27.0,35442,0.0,1,1
4.3,10.141,7373690,0.0,0,0
4.5,10.0,8741,0.0,1,1
4.2,199.38,22006,0.0,1,0
3.3,10.0,5064150,0.0,1,1
4.2,48.95,65994,0.0,1,1
4.6,64.966,38181,0.0,1,1
3.0,11.7,4196,0.0,1,0
4.5,196.344,6852,0.0,0,0
3.3,140.0,280464,0.0,0,0
4.2,14.788,5034977,0.0,1,0
4.8,10.0,579912,0.0,1,0
4.4,72.154,78431,0.0,0,0
4.6,27.269,3781167,0.0,1,1
4.3,48.257,18433,0.0,0,0
3.9,5.08,74386,0.0,0,0
5.4,9.219,38481833,0.0,1,1
3.1,35.0,15431,0.0,1,1
3.0,10.0,3963,0.0,1,1
5.0,43.726,741890,0.0,1,0
3.0,6.5613,9306,0.0,0,0
4.2,124.096,71787,0.0,1,0
4.2,56.404,7773070,0.0,1,0
3.0,10.0,190963,0.0,1,1
4.5,171.8,5540,0.0,0,0
4.3,20.952,9790,0.0,0,1
3.2,6.1,19999,0.0,1,0
3.78,23.0,114060,0.0,1,1
3.5,112.9,101607,0.0,0,0
4.0,38.395,1488252,0.0,1,1
4.6,35.0,1189483,0.0,1,1
3.4,32.92,40960,0.0,0,1
3.3,4.0,250541,0.0,1,1
4.6,10.0,36058,0.0,1,1
3.4,39.817,28907,0.0,1,0
4.2,64.487,7804485,0.0,0,0
3.4,3.9722,12239,0.0,0,0
4.6,34.109,7778877,0.0,0,1
4.6,10.0,420242,0.0,1,1
3.56,65.0,40191,0.0,1,1
4.7,80.948,141746,0.0,0,0
4.3,63.769,297508,0.0,1,0
4.5,10.0,387604,0.0,0,1
3.7,35.0,5088848,0.0,1,1
4.3,8.147,153392,0.0,0,1
4.3,146.511,7886,0.0,0,0
4.2,53.501,2817,0.0,0,0
3.9,35.0,38622,0.0,1,1
4.2,112.51,1073991,0.0,0,0
3.8,44.353,5043190,0.0,1,1
4.3,10.0,117989,0.0,1,1
4.6,181.372,280311,0.0,1,0
3.6,42.851,5074932,0.0,1,1
3.0,106.3,29844,0.0,0,0
4.5,35.0,754817,0.0,1,1
4.2,44.7,310133,0.0,0,0
3.0,7.0,252329,0.0,0,1
4.0,407.087,9211,0.0,1,0
4.0,267.576,4497,0.0,0,0
4.3,67.688,35222,0.0,1,1
3.0,28.3,5062934,0.0,1,1
3.81,11.61,313114,0.0,0,0
3.7,32.34,100777,0.0,1,1
4.3,16.123,2700602,0.0,0,1
3.1,9.28,48979,0.0,0,0
5.4,10.0,1500302,0.0,1,1
3.61,66.0,54802,0.0,1,1
4.5,35.0,32787,0.0,1,1
3.0,11.6,6547,0.0,1,1
4.2,132.544,361786,0.0,1,0
4.0,35.0,7963537,0.0,1,1
4.1,11.661,8477280,0.0,1,1
4.6,137.067,1568776,0.0,1,0
4.0,49.884,17477,0.0,1,1
4.5,20.987,134499,0.0,1,1
4.6,10.0,958330,0.0,0,0
4.0,34.166,5042666,0.0,1,1
4.7,24.432,34008,0.0,1,1
5.8,20.0,8580522,0.0,1,0
4.6,12.204,810685,0.0,1,1
5.0,53.889,173272,0.0,0,0
4.6,4.251,1804314,0.0,0,0
3.2,26.9,5073102,0.0,1,1
4.4,131.444,7774657,0.0,0,0
4.2,66.036,9211,0.0,0,0
4.9,10.0,1064247,0.0,1,1
4.8,130.05,1142729,0.0,1,0
3.2,13.2,39665,0.0,1,0
4.5,44.942,147117,0.0,1,1
3.2,71.1,69497,0.0,1,0
4.0,153.1,138905,0.0,0,0
4.4,102.585,38461,0.0,1,0
4.2,114.136,7943720,0.0,0,1
4.2,118.87,7781315,0.0,0,1
4.5,56.894,7895418,0.0,0,0
5.2,10.0,2483123,0.0,0,1
5.0,10.0,731422,0.0,1,0
4.6,36.18,171019,0.0,1,1
4.3,32.258,28378,0.0,1,1
4.3,10.0,3327852,0.0,0,1
4.5,16.962,3073957,0.0,1,1
5.0,203.694,555582,0.0,0,0
4.6,10.0,28276,0.0,1,1
3.26,29.87,89909,0.0,1,1
3.4,91.39,55673,0.0,1,0
4.5,18.011,116534,0.0,1,1
4.2,35.0,457129,0.0,1,0
3.0,15.993,5069005,0.0,1,1
4.6,13.588,8435799,0.0,1,1
3.47,10.0,2361,0.0,0,0
3.07,77.4,48522,0.0,1,1
4.2,10.0,1196252,0.0,0,1
4.9,35.0,5073799,0.0,1,1
4.3,46.45,8013912,0.0,0,1
4.2,10.0,27582145,0.0,1,0
3.7,49.734,80724,0.0,1,0
3.7,15.0,1032318,0.0,0,1
4.3,112.996,30929,0.0,0,0
4.5,202.835,7522,0.0,0,0
4.5,164.644,16794,0.0,0,0
3.1,35.0,11525,0.0,1,1
4.4,10.0,104047,0.0,1,1
4.7,10.0,129227,0.0,0,0
4.4,10.0,17274,0.0,0,0
3.6,31.673,5108920,0.0,1,1
4.2,10.0,57430,0.0,1,1
3.03,11.02,8578,0.0,0,0
4.4,29.814,505625,0.0,0,1
4.3,83.034,45057,0.0,0,0
4.8,36.827,6390758,0.0,1,1
4.6,70.245,78729,0.0,1,1
4.2,9.417,43722,0.0,0,0
4.2,111.058,20332,0.0,0,1
3.63,40.0,290383,0.0,1,1
3.67,71.0,95517,0.0,1,1
4.3,10.0,523778,0.0,1,1
4.6,35.294,147163,0.0,1,1
4.6,35.0,19477,0.0,1,0
4.6,36.157,44092,0.0,1,1
5.1,108.584,1373362,0.0,1,1
4.0,40.072,19035,0.0,0,0
5.1,52.748,659920,0.0,0,0
4.1,51.48,272451,0.0,1,1
4.1,100.521,25055,0.0,1,1
4.3,193.447,309930,0.0,0,0
5.0,193.139,41378,0.0,0,0
4.2,30.575,5840,0.0,1,1
3.0,13.3,7133,0.0,1,1
4.0,156.482,9429,0.0,0,0
4.8,10.0,103027,0.0,1,1
4.5,43.193,456394,0.0,1,1
4.3,160.223,169986,0.0,1,0
4.9,36.772,18679479,0.0,1,1
4.4,10.0,6831,0.0,1,0
3.29,82.95,106325,0.0,1,1
3.76,67.0,298891,0.0,0,1
3.39,60.39,28948,0.0,1,1
3.7,77.9,39888,0.0,0,0
4.1,10.0,48784,0.0,1,0
3.3,10.0,17006,0.0,0,0
3.0,92.721,18372,0.0,1,1
3.3,120.58,24554,0.0,1,1
4.6,238.625,16251,0.0,1,0
4.0,17.971,362890,0.0,1,0
3.4,58.6,20501,0.0,0,0
3.4,14.205,34675,0.0,0,0
3.2,8.88,18973098,0.0,0,0
4.5,13.312,12499,0.0,1,1
4.3,10.0,967480,0.0,0,0
4.0,106.754,5097199,0.0,0,1
3.55,126.0,20532,0.0,1,0
3.99,151.0,525314,0.0,1,1
5.2,34.184,9606760,0.0,1,1
4.1,10.0,35476,0.0,0,1
4.5,109.123,43127,0.0,1,1
3.2,2.5,180070,0.0,1,0
4.4,67.561,2566225,0.0,1,0
3.7,10.0,232304,0.0,1,1
3.16,9.01,29188,0.0,1,1
3.33,14.21,35501,0.0,1,1
4.4,64.581,3468,0.0,1,0
3.62,9.0,35331,0.0,1,1
3.0,7.07,7098,0.0,0,0
4.7,10.0,39289,0.0,1,1
5.4,26.386,1670462,0.0,1,0
4.4,132.77,17735,0.0,1,1
4.3,187.253,52068,0.0,0,0
4.8,2.624,3677970,1.0,0,0
3.2,26.8,5065750,0.0,1,1
4.4,156.576,41538,0.0,1,0
4.5,166.421,54316,0.0,0,1
3.2,6.5,5071232,0.0,1,1
5.0,77.926,190902,0.0,1,0
3.07,9.19,61110,0.0,1,0
4.3,10.0,476158,0.0,1,1
5.0,20.378,12195275,0.0,1,1
4.1,272.087,1501,0.0,0,0
4.2,116.299,29963,0.0,0,0
3.06,6.69,35219,0.0,0,1
5.0,63.264,2357673,0.0,1,0
4.4,92.171,5084925,0.0,1,0
4.9,34.539,15558513,0.0,1,1
4.7,71.836,81160,0.0,0,1
3.85,27.0,231403,0.0,1,1
3.6,55.5,5087483,0.0,1,1
4.5,188.364,365904,0.0,1,1
4.0,20.084,158140,0.0,1,1
3.0,35.0,8610,0.0,1,1
5.1,54.6,1595747,0.0,1,0
3.5,35.0,705571,0.0,1,1
3.4,26.4,304204,0.0,1,0
3.21,19.42,50705,0.0,1,1
4.3,10.0,392968,0.0,0,1
6.1,29.0,3326,0.0,1,0
4.4,100.465,5817205,0.0,0,0
4.3,123.974,103895,0.0,0,0
5.1,79.972,7699589,0.0,0,0
4.5,260.106,73077,0.0,1,0
4.4,137.054,15825,0.0,0,0
3.1,35.0,22703,0.0,1,1
4.5,112.039,110886,0.0,1,0
5.2,36.819,9702385,0.0,0,0
4.6,12.169,205844,0.0,1,0
3.1,11.9,19568,0.0,1,0
4.4,23.053,288886,0.0,0,0
4.7,219.999,1213072,0.0,1,0
4.9,10.911,709418,0.0,1,1
5.1,67.064,389833,0.0,1,1
4.5,157.268,8188,0.0,0,1
6.4,13.931,42964875,0.0,1,1
5.3,37.374,58514,0.0,1,0
7.4,40.0,55341051,1.0,1,1
4.9,10.0,125652,0.0,0,1
3.0,7.6416,21522,0.0,0,0
3.0,24.28,65189,0.0,0,0
4.0,144.0,241262,0.0,0,1
4.2,21.408,983716,0.0,0,0
4.0,13.252,105208,0.0,0,0
4.4,173.172,76830,0.0,1,0
3.2,8.1,10485,0.0,1,0
3.1,12.918,5697,0.0,0,0
3.4,35.0,5066924,0.0,1,1
4.3,13.998,42078,0.0,1,1
4.4,132.792,8941649,0.0,1,0
4.0,9.466,2797,0.0,1,0
6.2,10.0,523733,0.0,1,0
4.0,10.0,71074,0.0,1,1
4.5,13.733,7826318,0.0,1,1
3.2,7.4841,14539,0.0,0,0
3.1,32.0,23680,0.0,0,1
3.1,7.1,1428464,0.0,0,0
4.4,124.273,1013,0.0,0,0
3.6,90.0,40435,0.0,1,0
4.2,139.531,7775086,0.0,0,0
4.6,10.0,86149,0.0,1,1
3.1,155.367,5069921,0.0,1,1
3.2,42.6,50829,0.0,1,0
3.4,26.0,5080610,0.0,0,1
3.3,28.6,15124,0.0,1,0
3.6,10.0,42798,0.0,1,0
3.7,123.979,5062391,0.0,0,1
4.0,15.2,468969,0.0,1,0
5.9,73.276,2390337,0.0,0,0
4.2,55.452,16729,0.0,1,1
3.5,88.465,5070552,0.0,1,1
4.6,194.487,4970,0.0,0,0
4.0,70.156,12592,0.0,1,0
4.1,55.5,351463,1.0,1,0
4.9,10.0,481298,0.0,1,0
3.15,109.53,43893,0.0,1,1
4.1,112.581,26641,0.0,0,1
3.3,31.79,62110,0.0,0,1
4.3,42.449,9217,0.0,0,1
4.4,13.964,28878,0.0,1,1
3.59,33.0,41332,0.0,1,1
4.7,44.201,104797,0.0,1,0
4.2,19.905,3433,0.0,1,1
3.2,119.0,214507,0.0,1,0
3.58,18.12,53412,0.0,0,0
4.2,143.744,18184,0.0,0,0
5.2,25.392,35708178,0.0,0,1
6.2,19.694,39980516,0.0,1,1
4.1,30.564,211589,0.0,1,1
4.4,38.871,563598,0.0,1,1
3.47,65.0,19822,0.0,1,1
4.5,180.997,12705,0.0,0,0
3.2,72.106,64660,0.0,1,0
4.0,143.688,3460,0.0,1,0
3.7,43.024,4985213,0.0,1,1
4.6,147.543,5734640,0.0,0,0
4.8,105.577,308739,0.0,1,1
4.4,151.233,34040,0.0,1,1
4.2,132.193,3568,0.0,0,0
4.5,13.044,242116,0.0,0,0
3.6,10.0,2161757,0.0,0,0
3.0,25.0,216303,0.0,1,1
4.3,66.105,67754,0.0,1,1
4.4,155.391,6755,0.0,0,1
4.9,10.0,740229,0.0,1,1
4.4,175.98,12181,0.0,0,0
3.7,141.0,279154,0.0,1,1
3.6,35.0,5048641,0.0,1,1
4.7,32.004,10751078,0.0,1,1
4.8,22.235,4089710,0.0,1,1
4.3,28.359,74851,0.0,1,0
3.41,21.64,39691,0.0,1,1
4.5,18.574,12795,0.0,1,1
3.4,9.177,3398,0.0,0,0
4.2,10.0,14946,0.0,1,1
4.5,125.131,20849,0.0,0,0
4.09,108.0,271312,0.0,0,0
4.3,284.571,389368,0.0,1,0
3.5,44.0,21477,0.0,1,0
