0,1,2,3,4,5,6,7
서울특별시,종로구,청운효자동,20200917,F,60,29.97210986,1111051500
서울특별시,종로구,청운효자동,20200911,M,25,82.423302115,1111051500
서울특별시,종로구,청운효자동,20200919,M,60,29.97210986,1111051500
서울특별시,종로구,청운효자동,20200923,M,40,44.95816479,1111051500
서울특별시,종로구,청운효자동,20200908,F,50,44.95816479,1111051500
서울특별시,종로구,청운효자동,20200930,F,50,22.479082395,1111051500
서울특별시,종로구,청운효자동,20200827,M,30,22.479082395,1111051500
서울특별시,종로구,청운효자동,20200813,M,45,44.95816479,1111051500
서울특별시,종로구,청운효자동,20201008,F,30,67.437247185,1111051500
서울특별시,종로구,청운효자동,20200930,F,40,29.97210986,1111051500
서울특별시,종로구,청운효자동,20201014,F,35,74.93027465,1111051500
서울특별시,종로구,청운효자동,20200912,F,35,74.93027465,1111051500
서울특별시,종로구,청운효자동,20200824,F,50,29.97210986,1111051500
서울특별시,종로구,청운효자동,20200825,F,20,44.95816479,1
서울특별시,종로구,청운효자동,20200829,M,45,52.451192255,1111051500
서울특별시,종로구,청운효자동,20201008,F,60,29.97210986,1111051500
서울특별시,종로구,청운효자동,20200916,X,xx,59.94421972,1111051500
서울특별시,종로구,청운효자동,20200916,F,55,44.95816479,1111051500
서울특별시,종로구,청운효자동,20201012,F,40,44.95816479,1111051500
서울특별시,종로구,청운효자동,20201001,M,60,29.97210986,1111051500
서울특별시,종로구,청운효자동,20200923,M,45,52.451192255,1111051500
서울특별시,종로구,청운효자동,20200925,M,25,67.437247185,1111051500
서울특별시,종로구,청운효자동,20201010,F,50,52.451192255,1111051500
서울특별시,종로구,청운효자동,20200925,X,xx,89.91632958,1111051500
서울특별시,종로구,청운효자동,20200911,F,40,52.451192255,1111051500
서울특별시,종로구,청운효자동,20200910,F,20,59.94421972,1111051500
서울특별시,종로구,청운효자동,20201006,M,70,29.97210986,1111051500
서울특별시,종로구,청운효자동,20200811,F,55,29.97210986,1111051500
서울특별시,종로구,청운효자동,20200909,F,30,89.91632958,1111051500
